local_model,round,epoch,internal_epoch,average_loss,accuracy,correct_data,total_data
83,1,1,1,0.054233256727457047,21.454173067076294,419,1953
83,2,1,2,0.034058552235364914,38.40245775729647,750,1953
85,1,1,1,0.05398956313729286,23.2897384305835,463,1988
85,2,1,2,0.03512101247906685,33.5513078470825,667,1988
64,1,1,1,0.06522400677204132,17.733473242392446,169,953
64,2,1,2,0.03801623359322548,32.00419727177335,305,953
95,1,1,1,0.05304273962974548,53.42237061769616,320,599
95,2,1,2,0.029158789664506912,81.80300500834724,490,599
54,1,1,1,0.054873231798410416,29.646017699115045,335,1130
54,2,1,2,0.028967170044779778,42.92035398230089,485,1130
55,1,1,1,0.056680191308259964,21.755368814192344,233,1071
55,2,1,2,0.029717763885855675,44.16433239962652,473,1071
27,1,1,1,0.05340774357318878,28.166351606805296,447,1587
27,2,1,2,0.03384235128760338,39.949590422180215,634,1587
92,1,1,1,0.0520581491291523,25.53935860058309,438,1715
92,2,1,2,0.03097539395093918,41.57434402332362,713,1715
15,1,1,1,0.057310476899147034,27.29636048526863,315,1154
15,2,1,2,0.03096458874642849,33.27556325823224,384,1154
78,1,1,1,0.08403801172971725,7.9326923076923075,33,416
78,2,1,2,0.0465356782078743,41.34615384615385,172,416
64,3,2,1,0.06528723984956741,16.789087093389295,160,953
64,4,2,2,0.03839312121272087,32.3189926547744,308,953
47,3,2,1,0.12222231179475784,0.0,0,134
47,4,2,2,0.114579938352108,5.223880597014925,7,134
43,3,2,1,0.06145022436976433,32.02959830866808,303,946
43,4,2,2,0.036382630467414856,34.143763213530654,323,946
23,3,2,1,0.06078726798295975,44.05594405594406,315,715
23,4,2,2,0.03858357295393944,61.25874125874125,438,715
24,3,2,1,0.07694549113512039,11.538461538461538,36,312
24,4,2,2,0.04087470844388008,52.56410256410257,164,312
98,3,2,1,0.08311887830495834,3.2171581769436997,12,373
98,4,2,2,0.049046460539102554,41.28686327077748,154,373
84,3,2,1,0.06281443685293198,26.134453781512608,311,1190
84,4,2,2,0.03329203650355339,36.97478991596639,440,1190
28,3,2,1,0.056818410754203796,23.719165085388994,375,1581
28,4,2,2,0.03369671478867531,37.571157495256166,594,1581
6,3,2,1,0.05565285682678223,19.427402862985684,380,1956
6,4,2,2,0.032809577882289886,32.464212678936605,635,1956
17,3,2,1,0.051723964512348175,23.951715374841168,377,1574
17,4,2,2,0.02831723727285862,41.61372299872935,655,1574
75,5,3,1,0.06304211914539337,30.15463917525773,234,776
75,6,3,2,0.02875097095966339,54.76804123711341,425,776
58,5,3,1,0.05867793783545494,43.212951432129515,347,803
58,6,3,2,0.033929549157619476,51.30759651307597,412,803
7,5,3,1,0.05393289402127266,38.8327721661055,346,891
7,6,3,2,0.025933895260095596,53.198653198653204,474,891
84,5,3,1,0.06367674469947815,26.134453781512608,311,1190
84,6,3,2,0.032847292721271515,36.30252100840336,432,1190
94,5,3,1,0.055609025061130524,19.915764139590856,331,1662
94,6,3,2,0.03392393887042999,34.59687123947052,575,1662
13,5,3,1,0.058837104588747025,18.115501519756837,298,1645
13,6,3,2,0.033055711537599564,37.38601823708207,615,1645
3,5,3,1,0.07632801681756973,12.804097311139564,100,781
3,6,3,2,0.03662731871008873,31.626120358514726,247,781
69,5,3,1,0.05612136796116829,46.779661016949156,276,590
69,6,3,2,0.031203173100948334,76.27118644067797,450,590
93,5,3,1,0.055419921875,24.28243398392652,423,1742
93,6,3,2,0.03165201097726822,40.9873708381171,714,1742
10,5,3,1,0.057540103793144226,23.809523809523807,205,861
10,6,3,2,0.02142355777323246,53.19396051103368,458,861
20,7,4,1,0.056360892951488495,41.759603469640645,337,807
20,8,4,2,0.03210155665874481,53.28376703841388,430,807
64,7,4,1,0.06545323878526688,17.733473242392446,169,953
64,8,4,2,0.03764573484659195,33.788037775445964,322,953
31,7,4,1,0.08270232379436493,11.521739130434783,53,460
31,8,4,2,0.03693753480911255,41.08695652173913,189,460
75,7,4,1,0.06308230757713318,30.927835051546392,240,776
75,8,4,2,0.030192900449037552,51.546391752577314,400,776
6,7,4,1,0.0559823140501976,20.19427402862986,395,1956
6,8,4,2,0.03302812576293945,30.725971370143153,601,1956
23,7,4,1,0.06280793994665146,44.89510489510489,321,715
23,8,4,2,0.03879893571138382,61.25874125874125,438,715
40,7,4,1,0.05565526708960533,21.169739351557535,333,1573
40,8,4,2,0.03428404778242111,38.27082008900191,602,1573
51,7,4,1,0.060159824788570404,20.59103908484271,216,1049
51,8,4,2,0.030897585675120354,46.61582459485224,489,1049
12,7,4,1,0.08862335234880447,5.621301775147929,19,338
12,8,4,2,0.049139101058244705,37.8698224852071,128,338
63,7,4,1,0.05508026108145714,28.716216216216218,255,888
63,8,4,2,0.02565312571823597,45.83333333333333,407,888
61,9,5,1,0.12494659423828125,1.1764705882352942,1,85
61,10,5,2,0.1182398796081543,5.88235294117647,5,85
96,9,5,1,0.07901261746883392,13.183279742765272,41,311
96,10,5,2,0.054039906710386276,43.40836012861736,135,311
54,9,5,1,0.05550742894411087,29.20353982300885,330,1130
