model,trigger_name,trigger_value,epoch,average_loss,accuracy,correct_data,total_data
37,37_trigger,,1,7.82199127043911,0.0,0,9950
44,44_trigger,,1,8.24288053579666,0.0,0,9950
74,74_trigger,,1,10.628548906029168,0.0,0,9950
65,65_trigger,,1,3.935445333509589,0.0,0,9950
24,24_trigger,,1,5.432319401880005,0.0,0,9950
global,combine,,1,5.336097570064679,0.0,0,9950
global,global_in_0_trigger,,1,5.336584570803235,0.0,0,9950
global,global_in_3_trigger,,1,5.337492500956933,0.0,0,9950
global,global_in_5_trigger,,1,5.337509471184045,0.0,0,9950
global,global_in_9_trigger,,1,5.3374352705298955,0.0,0,9950
global,global_in_10_trigger,,1,5.3389961741078436,0.0,0,9950
global,global_in_12_trigger,,1,5.338706304655602,0.0,0,9950
global,global_in_15_trigger,,1,5.338222173182809,0.0,0,9950
global,global_in_18_trigger,,1,5.338325278124018,0.0,0,9950
global,global_in_20_trigger,,1,5.338932901507047,0.0,0,9950
global,global_in_24_trigger,,1,5.337615431589098,0.0,0,9950
global,global_in_25_trigger,,1,5.337427010847695,0.0,0,9950
global,global_in_30_trigger,,1,5.3381409902908095,0.0,0,9950
global,global_in_33_trigger,,1,5.338144270547072,0.0,0,9950
global,global_in_36_trigger,,1,5.3381442306748585,0.0,0,9950
global,global_in_37_trigger,,1,5.338144278214805,0.0,0,9950
global,global_in_42_trigger,,1,5.338144229141312,0.0,0,9950
global,global_in_44_trigger,,1,5.338144229141312,0.0,0,9950
global,global_in_48_trigger,,1,5.338144269013525,0.0,0,9950
global,global_in_49_trigger,,1,5.338144223007125,0.0,0,9950
global,global_in_54_trigger,,1,5.338144315019924,0.0,0,9950
global,global_in_55_trigger,,1,5.338144256745151,0.0,0,9950
global,global_in_60_trigger,,1,5.338144276681258,0.0,0,9950
global,global_in_61_trigger,,1,5.338144249077418,0.0,0,9950
global,global_in_65_trigger,,1,5.3381441984703795,0.0,0,9950
global,global_in_69_trigger,,1,5.338144158598166,0.0,0,9950
global,global_in_72_trigger,,1,5.338144164732353,0.0,0,9950
global,global_in_74_trigger,,1,5.338144295083818,0.0,0,9950
global,global_in_78_trigger,,1,5.338144293550271,0.0,0,9950
global,global_in_81_trigger,,1,5.338144226074219,0.0,0,9950
global,global_in_84_trigger,,1,5.338144307352191,0.0,0,9950
global,global_in_85_trigger,,1,5.338144236809045,0.0,0,9950
global,global_in_95_trigger,,1,5.338144270547072,0.0,0,9950
84,84_trigger,,2,7.2004463494842375,0.0,0,9950
42,42_trigger,,2,8.163770411505771,0.0,0,9950
95,95_trigger,,2,8.033262421114362,0.0,0,9950
global,combine,,2,5.3148529666153035,0.0,0,9950
global,global_in_0_trigger,,2,5.318809110555217,0.0,0,9950
global,global_in_3_trigger,,2,5.315272594049349,0.0,0,9950
global,global_in_5_trigger,,2,5.317439490850247,0.0,0,9950
global,global_in_9_trigger,,2,5.317640796450514,0.0,0,9950
global,global_in_10_trigger,,2,5.318961926944292,0.0,0,9950
global,global_in_12_trigger,,2,5.319435018414828,0.0,0,9950
global,global_in_15_trigger,,2,5.317847495534312,0.0,0,9950
global,global_in_18_trigger,,2,5.319588615379142,0.0,0,9950
global,global_in_20_trigger,,2,5.319289897362791,0.0,0,9950
global,global_in_24_trigger,,2,5.319194791400852,0.0,0,9950
global,global_in_25_trigger,,2,5.3177850694512605,0.0,0,9950
global,global_in_30_trigger,,2,5.317074914673465,0.0,0,9950
global,global_in_33_trigger,,2,5.319202155491815,0.0,0,9950
global,global_in_36_trigger,,2,5.319202173894374,0.0,0,9950
global,global_in_37_trigger,,2,5.319202144756988,0.0,0,9950
global,global_in_42_trigger,,2,5.319202161626001,0.0,0,9950
global,global_in_44_trigger,,2,5.319202213766586,0.0,0,9950
global,global_in_48_trigger,,2,5.31920220303176,0.0,0,9950
global,global_in_49_trigger,,2,5.319202192296934,0.0,0,9950
global,global_in_54_trigger,,2,5.319202224501414,0.0,0,9950
global,global_in_55_trigger,,2,5.319202186162747,0.0,0,9950
global,global_in_60_trigger,,2,5.319202178495014,0.0,0,9950
global,global_in_61_trigger,,2,5.319202195364027,0.0,0,9950
global,global_in_65_trigger,,2,5.319202187696294,0.0,0,9950
global,global_in_69_trigger,,2,5.31920223523624,0.0,0,9950
global,global_in_72_trigger,,2,5.319202146290535,0.0,0,9950
global,global_in_74_trigger,,2,5.319202155491815,0.0,0,9950
global,global_in_78_trigger,,2,5.3192022413704265,0.0,0,9950
global,global_in_81_trigger,,2,5.31920224443752,0.0,0,9950
global,global_in_84_trigger,,2,5.31920219383048,0.0,0,9950
global,global_in_85_trigger,,2,5.319202150891175,0.0,0,9950
global,global_in_95_trigger,,2,5.3192022076324,0.0,0,9950
15,15_trigger,,3,8.319537960800094,0.0,0,9950
42,42_trigger,,3,8.040662081157741,0.0,0,9950
72,72_trigger,,3,7.503025489692113,0.0,0,9950
0,0_trigger,,3,9.672650514535569,0.0,0,9950
69,69_trigger,,3,6.863961747519335,0.0,0,9950
global,combine,,3,5.326793616213391,0.0,0,9950
global,global_in_0_trigger,,3,5.332699589561577,0.0,0,9950
global,global_in_3_trigger,,3,5.327622685264703,0.0,0,9950
global,global_in_5_trigger,,3,5.330513893012426,0.0,0,9950
global,global_in_9_trigger,,3,5.3307134411682435,0.0,0,9950
global,global_in_10_trigger,,3,5.330670325504475,0.0,0,9950
global,global_in_12_trigger,,3,5.332769171173249,0.0,0,9950
global,global_in_15_trigger,,3,5.3312199087478405,0.0,0,9950
global,global_in_18_trigger,,3,5.333023522151774,0.0,0,9950
global,global_in_20_trigger,,3,5.332122462287021,0.0,0,9950
global,global_in_24_trigger,,3,5.332906342319507,0.0,0,9950
global,global_in_25_trigger,,3,5.33088734842425,0.0,0,9950
global,global_in_30_trigger,,3,5.329381272205755,0.0,0,9950
global,global_in_33_trigger,,3,5.332798966450907,0.0,0,9950
global,global_in_36_trigger,,3,5.332798914310321,0.0,0,9950
global,global_in_37_trigger,,3,5.33279897871928,0.0,0,9950
global,global_in_42_trigger,,3,5.3327989817863735,0.0,0,9950
global,global_in_44_trigger,,3,5.332798926578694,0.0,0,9950
global,global_in_48_trigger,,3,5.332798932712881,0.0,0,9950
global,global_in_49_trigger,,3,5.3327989495818935,0.0,0,9950
global,global_in_54_trigger,,3,5.332798921978054,0.0,0,9950
global,global_in_55_trigger,,3,5.3327990139908525,0.0,0,9950
global,global_in_60_trigger,,3,5.33279900172248,0.0,0,9950
global,global_in_61_trigger,,3,5.332798989454107,0.0,0,9950
global,global_in_65_trigger,,3,5.332799064597892,0.0,0,9950
global,global_in_69_trigger,,3,5.3327989495818935,0.0,0,9950
global,global_in_72_trigger,,3,5.332798952648987,0.0,0,9950
global,global_in_74_trigger,,3,5.33279897871928,0.0,0,9950
global,global_in_78_trigger,,3,5.332799056930159,0.0,0,9950
global,global_in_81_trigger,,3,5.332799061530799,0.0,0,9950
global,global_in_84_trigger,,3,5.332799015524399,0.0,0,9950
global,global_in_85_trigger,,3,5.3327989250451475,0.0,0,9950
global,global_in_95_trigger,,3,5.332798960316721,0.0,0,9950
15,15_trigger,,4,8.694005364652854,0.0,0,9950
global,combine,,4,5.331636573369779,0.0,0,9950
global,global_in_0_trigger,,4,5.338342254485317,0.0,0,9950
global,global_in_3_trigger,,4,5.3326885633612395,0.0,0,9950
global,global_in_5_trigger,,4,5.3363732158718395,0.0,0,9950
global,global_in_9_trigger,,4,5.336325944296679,0.0,0,9950
global,global_in_10_trigger,,4,5.334593182281034,0.0,0,9950
global,global_in_12_trigger,,4,5.337992812880319,0.0,0,9950
global,global_in_15_trigger,,4,5.337358544124431,0.0,0,9950
global,global_in_18_trigger,,4,5.337967314600346,0.0,0,9950
global,global_in_20_trigger,,4,5.336734330833857,0.0,0,9950
global,global_in_24_trigger,,4,5.338358583689934,0.0,0,9950
global,global_in_25_trigger,,4,5.336451787133912,0.0,0,9950
global,global_in_30_trigger,,4,5.333801663652737,0.0,0,9950
global,global_in_33_trigger,,4,5.338212734203243,0.0,0,9950
global,global_in_36_trigger,,4,5.338212688196844,0.0,0,9950
global,global_in_37_trigger,,4,5.338212746471616,0.0,0,9950
global,global_in_42_trigger,,4,5.338212731136149,0.0,0,9950
global,global_in_44_trigger,,4,5.3382127710083624,0.0,0,9950
global,global_in_48_trigger,,4,5.338212761807083,0.0,0,9950
global,global_in_49_trigger,,4,5.3382128032128415,0.0,0,9950
global,global_in_54_trigger,,4,5.338212764874176,0.0,0,9950
global,global_in_55_trigger,,4,5.33821267592847,0.0,0,9950
global,global_in_60_trigger,,4,5.3382126774620176,0.0,0,9950
global,global_in_61_trigger,,4,5.338212748005162,0.0,0,9950
global,global_in_65_trigger,,4,5.338212778676096,0.0,0,9950
global,global_in_69_trigger,,4,5.338212778676096,0.0,0,9950
global,global_in_72_trigger,,4,5.3382127388038825,0.0,0,9950
global,global_in_74_trigger,,4,5.338212830816681,0.0,0,9950
global,global_in_78_trigger,,4,5.338212755672895,0.0,0,9950
global,global_in_81_trigger,,4,5.338212731136149,0.0,0,9950
global,global_in_84_trigger,,4,5.338212740337429,0.0,0,9950
