model,epoch,average_loss,accuracy,correct_data,total_data
global,1,5.374549049875844,0.0,0,9950
global,2,5.370789446806788,0.0,0,9950
global,3,5.418687133789063,0.0,0,9950
global,4,5.595299653479802,0.0,0,9950
global,5,5.586294005120819,0.0,0,9950
global,6,5.3754337575327815,0.0,0,9950
global,7,5.206195218646946,0.0,0,9950
global,8,6.78183798631831,0.0,0,9950
global,9,5.647453881651912,0.0,0,9950
global,10,4.830931272267097,0.010050251256281407,1,9950
global,11,6.022447379414161,0.0,0,9950
global,12,7.361658843534077,0.0,0,9950
global,13,6.101323676181199,0.0,0,9950
global,14,8.783054162413631,0.0,0,9950
global,15,8.074413619305021,0.0,0,9950
global,16,7.669366246515782,0.0,0,9950
global,17,10.889311781073335,0.0,0,9950
global,18,12.870390965447355,0.0,0,9950
global,19,13.086012324807632,0.0,0,9950
global,20,15.677192618978683,0.0,0,9950
0,21,0.5805587145551365,95.87939698492463,9540,9950
0,21,nan,0.0,0,9950
global,21,14.616699801497724,0.0,0,9950
global,22,17.662746876472205,0.0,0,9950
20,23,0.9505906650409027,71.67839195979899,7132,9950
20,23,nan,0.0,0,9950
global,23,19.772803531819253,0.0,0,9950
global,24,16.920683661226054,0.0,0,9950
74,25,0.5166051465901897,86.88442211055276,8645,9950
74,25,nan,0.0,0,9950
global,25,16.211580979237006,0.0,0,9950
global,26,17.244011880692526,0.0,0,9950
95,27,0.6088484015536668,68.10050251256281,6776,9950
95,27,nan,0.0,0,9950
global,27,20.898206713499135,0.0,0,9950
global,28,21.22928233084367,0.0,0,9950
global,29,20.062228537708073,0.0,0,9950
global,30,20.286447171158528,0.0,0,9950
global,31,13.939471006153816,0.0,0,9950
global,32,15.307022628400793,0.0,0,9950
global,33,16.561369355934946,0.0,0,9950
global,34,17.333818531132223,0.0,0,9950
global,35,15.78372241456305,0.0,0,9950
global,36,5.070455244054746,0.0,0,9950
global,37,5.019160409285195,0.0,0,9950
global,38,4.944981451753396,0.0,0,9950
global,39,4.93507963554344,0.0,0,9950
global,40,18.706462751992383,0.0,0,9950
global,41,5.128771072464373,0.0,0,9950
global,42,15.956309621226248,0.0,0,9950
global,43,25.487544546462782,0.0,0,9950
global,44,4.420642287671266,0.0,0,9950
global,45,4.670674921543754,0.0,0,9950
global,46,4.244377955144374,0.0,0,9950
global,47,4.1579218050702735,0.0,0,9950
global,48,15.781769648412963,0.0,0,9950
global,49,4.09676457084004,0.0,0,9950
global,50,4.696423740099423,0.0,0,9950
global,51,4.46379958569704,0.0,0,9950
global,52,23.791877950543736,0.0,0,9950
global,53,122.34322253356626,0.0,0,9950
global,54,4.56627951617217,0.0,0,9950
global,55,24.39994931935066,0.0,0,9950
global,56,4.095808284893707,0.0,0,9950
global,57,3.948345169757479,0.0,0,9950
global,58,3.914737292725836,0.0,0,9950
global,59,4.230769427888957,0.0,0,9950
global,60,3.9281296711830636,0.0,0,9950
global,61,3.8397696904321412,0.0,0,9950
global,62,4.04018971812186,0.0,0,9950
global,63,3.495359112150106,0.0,0,9950
global,64,3.2054165220021003,0.0,0,9950
global,65,15.605647380579656,0.0,0,9950
global,66,11.924843860415358,0.0,0,9950
global,67,14.249463129858276,0.0,0,9950
global,68,11.534162358422975,0.0,0,9950
global,69,12.155490078566661,0.0,0,9950
global,70,13.999881984384814,0.0,0,9950
global,71,15.03942687681572,0.0,0,9950
global,72,13.751778398830089,0.0,0,9950
global,73,14.355441400729232,0.0,0,9950
global,74,16.721502529125118,0.0,0,9950
global,75,16.521865731244112,0.0,0,9950
global,76,21.033930075180592,0.0,0,9950
global,77,5.312098255253318,0.0,0,9950
global,78,35.80942814659234,0.0,0,9950
global,79,17.424836063864245,0.0,0,9950
global,80,13.774209978113223,0.0,0,9950
global,81,11.652849949208935,0.0,0,9950
global,82,13.049810407628964,0.0,0,9950
global,83,5.3375734998233355,0.0,0,9950
global,84,5.107407677425212,0.0,0,9950
global,85,5.1459238821058415,0.0,0,9950
global,86,15.186975910435969,0.0,0,9950
global,87,14.092341069360474,0.0,0,9950
global,88,13.58387997421188,0.0,0,9950
global,89,13.661767768284783,0.0,0,9950
global,90,12.988716964338293,0.0,0,9950
global,91,12.267285594844338,0.0,0,9950
global,92,14.03826416015625,0.0,0,9950
global,93,12.89010762737025,0.0,0,9950
global,94,4.295777531149399,0.0,0,9950
global,95,4.747139280693016,0.0,0,9950
global,96,23.833306620995604,0.0,0,9950
global,97,11.154577658188403,0.0,0,9950
global,98,10.921515331172463,0.0,0,9950
global,99,12.545697226979625,0.0,0,9950
global,100,12.628012670775753,0.0,0,9950
