model,epoch,average_loss,accuracy,correct_data,total_data
global,1,5.622902322893766,0.0,0,9950
global,2,5.623190126658684,0.0,0,9950
global,3,5.622091694740794,0.0,0,9950
global,4,5.621480751229291,0.0,0,9950
global,5,5.619804811717278,0.0,0,9950
global,6,5.619534036454244,0.0,0,9950
global,7,5.6192160371559945,0.0,0,9950
global,8,5.618427381659273,0.0,0,9950
global,9,5.618093086894433,0.0,0,9950
global,10,5.618545039958091,0.0,0,9950
global,11,5.614710247097303,0.0,0,9950
global,12,5.614637509446648,0.0,0,9950
global,13,5.612824857318821,0.0,0,9950
global,14,5.610749059322491,0.0,0,9950
global,15,5.610365629723324,0.0,0,9950
global,16,5.609494087564286,0.0,0,9950
global,17,5.608861602323139,0.0,0,9950
global,18,5.606974625323885,0.0,0,9950
global,19,5.605845050140841,0.0,0,9950
global,20,5.6046075838175256,0.0,0,9950
0,21,1.1416685899897436,85.02512562814071,8460,9950
0,21,nan,0.0,0,9950
global,21,5.5993951231990025,0.0,0,9950
global,22,5.595435665264801,0.0,0,9950
20,23,0.967251806211232,85.61809045226131,8519,9950
20,23,nan,0.0,0,9950
global,23,5.592284030626766,0.0,0,9950
global,24,5.589927243946785,0.0,0,9950
74,25,0.9606482353402143,77.50753768844221,7712,9950
74,25,nan,0.0,0,9950
global,25,5.581445386110238,0.0,0,9950
global,26,5.581812958837155,0.0,0,9950
95,27,0.6933948633778635,58.88442211055276,5859,9950
95,27,nan,0.0,0,9950
global,27,5.579749610172445,0.0,0,9950
global,28,5.57929616343436,0.0,0,9950
5,29,0.8216500731808456,92.03015075376885,9157,9950
5,29,nan,0.0,0,9950
global,29,5.574488341365028,0.0,0,9950
global,30,5.574422128955323,0.0,0,9950
10,31,0.9664475967177194,86.4824120603015,8605,9950
10,31,nan,0.0,0,9950
global,31,5.568887301497723,0.0,0,9950
global,32,5.56519998061597,0.0,0,9950
15,33,0.8752601690627821,84.40201005025125,8398,9950
15,33,nan,0.0,0,9950
global,33,5.5577510047797585,0.0,0,9950
global,34,5.558593260798622,0.0,0,9950
25,35,0.9537100024199366,53.517587939698494,5325,9950
25,35,nan,0.0,0,9950
global,35,5.558604550768981,0.0,0,9950
global,36,5.558362342412748,0.0,0,9950
30,37,1.0134133527746152,70.72361809045226,7037,9950
30,37,nan,0.0,0,9950
global,37,5.557578836565641,0.0,0,9950
global,38,5.557650946995721,0.0,0,9950
37,39,1.0004954689830992,61.54773869346734,6124,9950
37,39,nan,0.0,0,9950
global,39,5.555322041727191,0.0,0,9950
global,40,5.552071177420305,0.0,0,9950
