83,85,64,95,54,55,27,92,15,78
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0756600022407078,0.045886823214241326,0.15608446969911619,2.2979934255384826e-15,0.15608446969911619,0.3476975980660385,0.18831167295229798,0.18831167295229798,0.0756600022407078,0.3476975980660385
64,47,43,23,24,98,84,28,6,17
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.029128312227657868,0.24907245658631144,0.15187052949645105,0.15187052949645105,3.2242912961338037e-15,1.6805113417626023e-15,0.24907245658631144,0.14112513193166795,0.03521403748210328,0.024314473760971584
75,58,7,84,94,13,3,69,93,10
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.8664456117605175e-15,0.1983256116889823,1.3885429536195573e-15,0.07545718827375825,0.12376352752959702,0.07545718827375825,0.004165007379243844,1.1456265805218108e-15,0.01049969312496229,0.1983256116889823
20,64,31,75,6,23,40,51,12,63
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.05315887684182667,1.3026401038182596e-13,2.4319301141628143e-14,0.00368778073092773,0.05315887684182667,0.09434413829072653,0.09434413829072653,0.0004373295188222334,5.038189337586875e-14,3.476203744773187e-14
61,96,54,1,51,20,46,92,90,82
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.14922268724362758,6.440088651407165e-06,0.03140805019365805,0.19567723195619377,0.19567723195619377,0.06628513368123073,0.14922268724362758,0.006096119614484343,0.004245769659347377,0.0007811310657320107
41,84,93,94,55,85,52,32,43,95
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.2505517383038171,5.95154634646659e-16,0.06686970932596381,0.15739917392143257,0.3220791964512922,0.10901522481313987,0.004302788714368755,0.15739917392143257,0.3220791964512922,0.2505517383038171
54,60,32,23,69,52,79,83,9,90
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.1435488835446097,0.16603971539133172,0.16603971539133172,0.01606601456049835,2.270399148779843e-14,0.1435488835446097,1.770968273417365e-13,1.168096376274012e-13,6.939730653010184e-05,7.72081910634737e-15
64,23,12,0,58,28,45,16,11,62
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.826895492441711,0.826895492441711,1.0
0.05144169294438878,1.2734280858817648e-14,0.004470463900699392,0.07410952564061306,0.1013767620829611,0.16062503280015236,0.16062503280015236,0.4189961888426698,0.4189961888426698,0.03801113713973577
37,84,60,12,87,98,51,76,36,92
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.13045535720548737,0.13045535720548737,0.14610674863701512,0.00248879445692173,0.12312042531943267,0.32533647605811394,0.035801619729054886,0.073176361888456,0.32533647605811394,0.14610674863701512
71,14,55,43,88,30,56,96,98,5
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.1749916668589314e-15,0.08703671857259118,0.3264995392466039,0.3264995392466039,0.09906166994956046,0.35020929434274284,8.30741415142364e-16,0.015137437569662716,0.35020929434274284,0.09906166994956046
24,78,29,5,92,11,87,10,26,13
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.17095170132207077,0.00050743226277205,0.21070147210729712,1.6727298581815256e-14,0.08598582100443108,0.21070147210729712,0.17217105636327823,0.17217105636327823,0.17095170132207077,0.08598582100443108
36,80,93,31,33,86,62,98,21,13
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3172766788518944,0.14450063609612793,0.14155188830442114,0.042972210686134014,0.006058279290575435,0.14155188830442114,0.07912200877622107,0.3172766788518944,0.10956210832570391,0.004329782469937513
35,75,70,14,55,6,16,50,46,23
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.030838634683342435,0.3354323977066656,0.15123061946165153,0.3354323977066656,0.0012008961019748334,0.012446068755848973,0.0017536568852588711,0.15123061946165153,0.11746397347850693,0.115181094157557
69,64,65,61,33,70,82,60,83,98
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.1821035030891513,0.118550249109138,0.07355243770633774,0.010738418192962994,0.08090500904819704,0.118550249109138,0.1821035030891513,0.09454706894469801,0.0324973755928422,0.004110014090706126
69,62,83,78,25,41,18,65,38,94
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0051447279192975,0.07934974363881629,0.07032613451482836,0.014788240884236336,2.009775154373744e-15,0.07934974363881629,0.07441423862983897,0.07441423862983897,0.05076146433498882,1.1963618147297923e-14
23,21,70,65,79,5,63,95,58,32
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0019300524898178007,0.08664745151747703,0.00010017985655438298,0.16725240184193435,2.7473164131735403e-13,0.045232948749238645,0.043000067120825186,0.043000067120825186,0.08664745151747703,0.16725240184193435
35,28,27,80,54,62,32,22,4,42
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0021501370023062766,0.09319451036187093,0.12499152425038203,0.12499152425038203,0.07527521183960684,0.11713292273211681,2.936788025132407e-16,0.11713292273211681,0.043307965268948666,0.09224573645011067
76,89,2,23,1,7,78,50,72,28
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8.756947780227707e-05,7.26868478801126e-05,0.17368797678765246,0.23029242478665707,0.12722005088846622,0.12722005088846622,0.05158475946965377,0.07728346511530765,0.23029242478665707,0.17368797678765246
6,86,35,16,89,92,20,59,10,14
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.14227394334548646,0.21650876617624676,0.09854840569200259,0.28535013655457747,0.03181183271770783,0.14227394334548646,0.28535013655457747,0.21650876617624676,1.1644119222201561e-15,0.09854840569200259
75,13,54,6,63,49,70,51,58,9
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.320603245293006e-05,0.15312743982141713,0.020296399427667564,0.00975865233283771,0.15312743982141713,0.1841178986148878,0.1841178986148878,0.09386258394209791,0.038303567782402716,0.038303567782402716
16,25,46,76,98,73,93,64,21,10
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.16050224057383605,0.17783218455190672,0.17497021581653954,0.00034802992430973896,0.17783218455190672,0.10534456521264667,5.3167391549247536e-15,0.15032349660210423,0.16050224057383605,0.15032349660210423
21,48,18,74,1,99,7,76,53,8
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.15799216420193712,0.25628960884934165,5.881871420272536e-16,1.7146676638177018e-15,0.05153640053209115,0.15799216420193712,0.31227839309984584,0.32979320440773247,0.32979320440773247,0.31227839309984584
52,94,1,86,21,75,2,4,62,81
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.3306690738754696e-15,0.07874125055111768,0.019646879735332804,0.07505335751638065,0.07874125055111768,0.0005293466414318191,0.10363694098909486,0.10363694098909486,0.07505335751638065,0.019646879735332804
84,82,13,67,2,10,50,70,14,69
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.18381722243470894,0.18727202203008145,0.04226164998405956,0.18381722243470894,0.18271035482614606,2.134965160025677e-05,0.15870001795348943,0.15870001795348943,0.00023656855184544574,0.18727202203008145
44,26,53,87,15,94,31,2,81,48
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0357302129186605,0.11369947908514166,4.440892098500626e-16,0.12640831698527755,0.12640831698527755,0.03200671934581253,0.11369947908514166,0.021185434671871246,0.035701571875009566,0.012430341445530431
80,56,73,74,45,54,42,79,7,50
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
