model,trigger_name,trigger_value,epoch,average_loss,accuracy,correct_data,total_data
global,combine,,1,5.621825745549034,0.0,0,9950
global,global_in_index_0_trigger,,1,5.621825744015488,0.0,0,9950
17,17_trigger,,2,8.26142652962076,0.0,0,9950
global,combine,,2,5.62021068630506,0.0,0,9950
global,global_in_index_0_trigger,,2,5.620210678637327,0.0,0,9950
global,combine,,3,5.619975434116383,0.0,0,9950
global,global_in_index_0_trigger,,3,5.619975409579636,0.0,0,9950
global,combine,,4,5.618290121567309,0.0,0,9950
global,global_in_index_0_trigger,,4,5.618290113899576,0.0,0,9950
global,combine,,5,5.61822041573836,0.0,0,9950
global,global_in_index_0_trigger,,5,5.618220486281505,0.0,0,9950
global,combine,,6,5.6150264950852895,0.0,0,9950
global,global_in_index_0_trigger,,6,5.6150264061395845,0.0,0,9950
global,combine,,7,5.609780328645179,0.0,0,9950
global,global_in_index_0_trigger,,7,5.609780383852858,0.0,0,9950
global,combine,,8,5.607683205149281,0.0,0,9950
global,global_in_index_0_trigger,,8,5.607683116203576,0.0,0,9950
global,combine,,9,5.606426939077712,0.0,0,9950
global,global_in_index_0_trigger,,9,5.606426937544166,0.0,0,9950
global,combine,,10,5.606768752821726,0.0,0,9950
global,global_in_index_0_trigger,,10,5.606768712949513,0.0,0,9950
global,combine,,11,5.606458858317466,0.0,0,9950
global,global_in_index_0_trigger,,11,5.6064588031097875,0.0,0,9950
global,combine,,12,5.606108396903953,0.0,0,9950
global,global_in_index_0_trigger,,12,5.60610838923622,0.0,0,9950
global,combine,,13,5.605624737763525,0.0,0,9950
global,global_in_index_0_trigger,,13,5.6056246978913125,0.0,0,9950
global,combine,,14,5.601393950955952,0.0,0,9950
global,global_in_index_0_trigger,,14,5.601393950955952,0.0,0,9950
global,combine,,15,5.5992615221493205,0.0,0,9950
global,global_in_index_0_trigger,,15,5.599261470008735,0.0,0,9950
global,combine,,16,5.5933952691926425,0.0,0,9950
global,global_in_index_0_trigger,,16,5.593395293729389,0.0,0,9950
global,combine,,17,5.589563241316445,0.0,0,9950
global,global_in_index_0_trigger,,17,5.589563195310046,0.0,0,9950
global,combine,,18,5.589076478277619,0.0,0,9950
global,global_in_index_0_trigger,,18,5.589076469076339,0.0,0,9950
global,combine,,19,5.588844711840452,0.0,0,9950
global,global_in_index_0_trigger,,19,5.58884467656888,0.0,0,9950
global,combine,,20,5.588129606774105,0.0,0,9950
global,global_in_index_0_trigger,,20,5.588129520895493,0.0,0,9950
global,combine,,21,5.584792981938501,0.0,0,9950
global,global_in_index_0_trigger,,21,5.584792935932102,0.0,0,9950
global,combine,,22,5.5841425802719655,0.0,0,9950
global,global_in_index_0_trigger,,22,5.584142630879004,0.0,0,9950
global,combine,,23,5.5836074000986375,0.0,0,9950
global,global_in_index_0_trigger,,23,5.583607403165731,0.0,0,9950
global,combine,,24,5.583260487312049,0.0,0,9950
global,global_in_index_0_trigger,,24,5.583260501113968,0.0,0,9950
global,combine,,25,5.583089458523085,0.0,0,9950
global,global_in_index_0_trigger,,25,5.583089380312206,0.0,0,9950
global,combine,,26,5.58195576270022,0.0,0,9950
global,global_in_index_0_trigger,,26,5.5819557611666735,0.0,0,9950
17,17_trigger,,27,nan,0.0,0,9950
global,combine,,27,5.5785031726012875,0.0,0,9950
global,global_in_index_0_trigger,,27,5.578503079054943,0.0,0,9950
17,17_trigger,,28,8.113501128383618,0.0,0,9950
global,combine,,28,5.578348722985043,0.0,0,9950
global,global_in_index_0_trigger,,28,5.578348758256615,0.0,0,9950
global,combine,,29,5.575614562681572,0.0,0,9950
global,global_in_index_0_trigger,,29,5.575614585684772,0.0,0,9950
global,combine,,30,5.575927904598677,0.0,0,9950
global,global_in_index_0_trigger,,30,5.575927883129024,0.0,0,9950
global,combine,,31,5.574861444061126,0.0,0,9950
global,global_in_index_0_trigger,,31,5.574861580546777,0.0,0,9950
17,17_trigger,,32,8.198366762094162,0.0,0,9950
global,combine,,32,5.575101330627748,0.0,0,9950
global,global_in_index_0_trigger,,32,5.575101391969613,0.0,0,9950
global,combine,,33,5.574709710355979,0.0,0,9950
global,global_in_index_0_trigger,,33,5.574709725691445,0.0,0,9950
global,combine,,34,5.574634264461959,0.0,0,9950
global,global_in_index_0_trigger,,34,5.574634207720733,0.0,0,9950
global,combine,,35,5.574762306405073,0.0,0,9950
global,global_in_index_0_trigger,,35,5.574762294136699,0.0,0,9950
global,combine,,36,5.5739595959534,0.0,0,9950
global,global_in_index_0_trigger,,36,5.573959571416654,0.0,0,9950
global,combine,,37,5.570109009095772,0.0,0,9950
global,global_in_index_0_trigger,,37,5.570109098041477,0.0,0,9950
17,17_trigger,,38,8.271872615334976,0.0,0,9950
global,combine,,38,5.570182495117187,0.0,0,9950
global,global_in_index_0_trigger,,38,5.570182482848814,0.0,0,9950
global,combine,,39,5.568898066995132,0.0,0,9950
global,global_in_index_0_trigger,,39,5.5688981099344375,0.0,0,9950
global,combine,,40,5.56724726691318,0.0,0,9950
global,global_in_index_0_trigger,,40,5.56724720710486,0.0,0,9950
global,combine,,41,5.567002022134599,0.0,0,9950
global,global_in_index_0_trigger,,41,5.567001991463666,0.0,0,9950
global,combine,,42,5.566905666332149,0.0,0,9950
global,global_in_index_0_trigger,,42,5.566905718472735,0.0,0,9950
global,combine,,43,5.566277792465747,0.0,0,9950
global,global_in_index_0_trigger,,43,5.566277769462547,0.0,0,9950
global,combine,,44,5.5668437907923405,0.0,0,9950
global,global_in_index_0_trigger,,44,5.566843787725247,0.0,0,9950
global,combine,,45,5.566463920554923,0.0,0,9950
global,global_in_index_0_trigger,,45,5.566463866880791,0.0,0,9950
global,combine,,46,5.566540061145572,0.0,0,9950
global,global_in_index_0_trigger,,46,5.566540188429943,0.0,0,9950
17,17_trigger,,47,8.416119746682632,0.0,0,9950
