model,epoch,average_loss,accuracy,correct_data,total_data
global,1,5.377411696850954,0.0,0,9950
global,2,5.378332142278777,0.0,0,9950
global,3,5.409517463415711,0.0,0,9950
global,4,5.467888117651245,0.0,0,9950
global,5,5.530913884915299,0.0,0,9950
global,6,5.364598624838058,0.0,0,9950
global,7,6.686561529264977,0.0,0,9950
global,8,7.016071084180669,0.0,0,9950
global,9,9.739551508151107,0.0,0,9950
global,10,11.163837473500314,0.0,0,9950
global,11,15.124573146494189,0.0,0,9950
global,12,12.616311289724992,0.0,0,9950
global,13,15.955690387361614,0.0,0,9950
global,14,12.256088419391881,0.0,0,9950
global,15,10.232242149468043,0.0,0,9950
global,16,8.41088094126639,0.0,0,9950
global,17,8.11331003620397,0.0,0,9950
global,18,8.579649799289415,0.0,0,9950
global,19,8.569897944004692,0.0,0,9950
global,20,9.023379366313991,0.0,0,9950
0,21,1.050048289466743,86.01005025125627,8558,9950
0,21,nan,0.0,0,9950
global,21,1.5905045947357639,100.0,9950,9950
global,22,1.6724544962207277,0.3015075376884422,30,9950
3,23,0.9238686184907079,89.05527638190954,8861,9950
3,23,nan,0.0,0,9950
global,23,1.364231869108114,99.69849246231156,9920,9950
global,24,1.7301972244492727,0.0,0,9950
5,25,0.7707035451917792,86.17085427135679,8574,9950
5,25,nan,0.0,0,9950
global,25,1.627438941073777,40.66331658291457,4046,9950
global,26,2.0705047093683753,0.0,0,9950
9,27,0.5910177683231219,87.11557788944724,8668,9950
9,27,nan,0.0,0,9950
global,27,6.584397237959819,2.2311557788944727,222,9950
global,28,2.0746976582129397,0.0,0,9950
10,29,0.7829833286611279,83.74874371859296,8333,9950
10,29,nan,0.0,0,9950
global,29,2.126342104044392,20.44221105527638,2034,9950
global,30,2.3322544385440387,16.71356783919598,1663,9950
12,31,0.7086730450960859,95.35678391959799,9488,9950
12,31,nan,0.0,0,9950
global,31,0.4843759201279837,90.78391959798995,9033,9950
global,32,1.046869213161756,99.69849246231156,9920,9950
15,33,0.9965385354583587,64.82412060301507,6450,9950
15,33,nan,0.0,0,9950
global,33,2.292861977582002,13.93969849246231,1387,9950
global,34,2.8887434157175034,5.939698492462312,591,9950
18,35,0.7547872957392554,76.45226130653266,7607,9950
18,35,nan,0.0,0,9950
global,35,0.4809058328369754,85.80904522613065,8538,9950
global,36,1.3457712995826299,0.0,0,9950
20,37,0.8369174976444723,79.66834170854271,7927,9950
20,37,nan,0.0,0,9950
global,37,1.5963452309459898,33.175879396984925,3301,9950
global,38,1.362654410510806,0.3015075376884422,30,9950
24,39,1.1584823401369642,57.206030150753776,5692,9950
24,39,nan,0.0,0,9950
global,39,2.7159360768687186,6.371859296482412,634,9950
global,40,2.785188412306896,0.0,0,9950
25,41,0.9635752508268883,54.80402010050251,5453,9950
25,41,nan,0.0,0,9950
global,41,1.7213181922184162,24.974874371859297,2485,9950
global,42,2.0139783496952535,24.582914572864322,2446,9950
30,43,0.938789172340278,73.4572864321608,7309,9950
30,43,nan,0.0,0,9950
global,43,1.588687453533537,37.97989949748744,3779,9950
global,44,1.128429378720384,59.02512562814071,5873,9950
33,45,0.9794404061475591,86.18090452261306,8575,9950
33,45,nan,0.0,0,9950
global,45,1.0128208091390791,77.38693467336684,7700,9950
global,46,1.5115441886863517,44.67336683417085,4445,9950
36,47,0.9560314655783189,78.66331658291458,7827,9950
36,47,nan,0.0,0,9950
global,47,0.7435371897328439,85.06532663316582,8464,9950
global,48,0.9491773482662949,70.71356783919597,7036,9950
37,49,1.071977708136017,56.84422110552764,5656,9950
37,49,nan,0.0,0,9950
global,49,1.6587325118175105,22.311557788944725,2220,9950
global,50,1.6929863827192604,23.48743718592965,2337,9950
42,51,1.1161846180058004,67.37688442211055,6704,9950
42,51,nan,0.0,0,9950
global,51,1.547336869743002,39.06532663316583,3887,9950
global,52,1.5140584587212185,39.23618090452261,3904,9950
44,53,1.04546461670842,77.0251256281407,7664,9950
44,53,nan,0.0,0,9950
global,53,1.780727593120019,28.693467336683415,2855,9950
global,54,2.069271587582689,18.100502512562812,1801,9950
48,55,1.120785846997745,68.03015075376885,6769,9950
48,55,nan,0.0,0,9950
global,55,1.1753902465973667,57.095477386934675,5681,9950
global,56,2.185545176597097,23.2964824120603,2318,9950
49,57,1.1989669431753494,78.17085427135679,7778,9950
49,57,nan,0.0,0,9950
global,57,1.4899236205594624,56.92462311557789,5664,9950
global,58,2.1131162020429293,29.69849246231156,2955,9950
54,59,1.0765402677909812,62.08040201005025,6177,9950
54,59,nan,0.0,0,9950
global,59,1.105240682477328,56.95477386934673,5667,9950
global,60,1.2604080307543577,51.356783919597994,5110,9950
55,61,1.0425732214846204,63.12562814070352,6281,9950
55,61,nan,0.0,0,9950
global,61,2.695269346764339,10.100502512562814,1005,9950
global,62,1.9700549707460644,24.281407035175878,2416,9950
60,63,1.0388518692860051,71.28643216080403,7093,9950
60,63,nan,0.0,0,9950
